client_id,residence_country 1,residence_country 2,residence_country 3,residence_country 4,residence_country 5,residence_country 6,residence_country 7,residence_other region 1,residence_other region 2,residence_other region 3,residence_other region 4,residence_other region 5,residence_other region 6,residence_other region 7,residence_other region 8,gender_female,gender_male,generation_gen silent/boomers,generation_gen x,generation_gen z/alpha,generation_millennials,category_children clothes,category_handbags,category_men clothes,category_men shoes,category_other,category_soft,category_women clothes,category_women shoes,color_cool_jewel,color_neutral_pastel,color_other,color_vivid_metallic,color_warm_earth,season_autumn,season_spring,season_summer,season_winter
1577762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,7,1,40,20,7,19,14,3,27,16,20,24,10
1592427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,2,4,0,13,0,0,0,1,7,0,5
1599091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,42,0,0,0,4,15,19,1,9,13,14,15,6
1768831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,3,0,0,9,1,6,6,0,1,2,11,1,0
1884045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,14,5,3,1,2,5,3,8,7,1,13,3,13,13,3
1958756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,6,6,25,5,1,10,1,25,14,2,13,7,20,16,12
1958794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,10,4,5,1,1,3,3,8,5,2,9,9,9,6,3
1980198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,11,5,11,4,2,20,7,3,4,10,7,14,5
2002912,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,3,2,5,1,8,12,2,19,4,2,7,14,7,5,8
2019133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,21,0,3,8,4,4,5,2,3,7,12
2244567,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,3,2,1,2,2,5,0,0,3,2,1,4,3
2249303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1,4,7,6,0,0,8,3,9,9,4,7,8,5,13,6
2435846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,2,1,0,1,2,1,0,2,3
2544949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7,2,4,1,12,16,7,17,8,2,9,14,14,13,2
2551142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,19,1,2,11,6,0,4,3,10,2,8
3181498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1,8,9,4,7,4,0,7,0,17,4,1
3234739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,6,6,40,1,4,6,12,24,16,2,15,14,19,12,24
3286504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3427952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,4,0,2,17,2,0,6,1,7,11,2,12,2,8,8,15
3471574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11,0,0,0,2,0,0,0,3,1,1,5,3,3,10,0,0
3480197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,5,3,0,1,1,2,5,5,0,14,16,5,3,2
3504229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,6,5,0,3,1,1,6,8,2,5,4,6,5,7
3507733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,13,2,0,5,8,1,4,6,0,5,7
3602085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,3,2,0,0,0,1,5,1,2,2,3,2,3,3
3668670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,3,0,1,4,1,0,1,2,2,3,0
3762659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,0
3819120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,2,2,0,0,0,2,5,1,0,5,0,0,3,10
3828427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,2,0,0,1,1,5,6,0,1,0
3908742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,42,10,34,10,34,12,18,52,29,7,43,28,33,50,38
4094883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9,5,3,1,7,2,3,17,3,1,4,0,14,10,4
4274398,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,39,5,0,0,35,3,14,23,11,9,25,13,28,25,16
4333830,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,13,0,0,1,1,5,8,1,4,1,7,6,5
4374728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1
4432615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3,0,0,0,1,1,1,0
4436809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,1,1,2,0,1,2,2,0,0,4
4515883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
4624675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,1,0,1,3,0,1,0,0,0,5
4995187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,1,2,0,0
5258598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,1,14,1,5,8,2,1,4,0,14,0,6
5505284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,1,1,3,12,2,3,13,2,0,4,7,1,6,8
5864974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,2,0,0,0,1,0,4,0,2,0,5,2,0
5923027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26,4,0,0,1,0,4,15,2,1,9,15,10,4,2
6214431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,3,1,5,0,1,1,2,0,1,5
6367191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,1,3,1,5,2,1,3,3,2,8,0,2,14,1
6425895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,1,2,0,1,4,1,0,1,3,9,0,0,0
6523974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,1,0,0,0,1,3,0,1,1,5,0,1,0
6528170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,4,19,0,3,3,1,13,15,0,1,2,11,17,0
6541846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,5,0,0,2,0,6,3,0,2,0,1,0,10
6904781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,3,3,1,7,0,0,1,5,0,1,3
6934412,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,3
6978995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,4,23,2,2,10,7,6,8,5,11,9,8
7227838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,1,1,0,1,1,1,1,2,0
7240053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0
7261633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,2,7,0,1,3,1,7,4,0,6,9,0,0,9
7279885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,3,0,0,0,0,5,1,0,0,1,2,0,3
7406218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,4,4,1,0,9,2,0,2,4,0,4,5
7571168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,10,2,2,6,2,0,4,2,0,8,4
7597804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2
7616064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,8,6,1,0,2,1,8,5,0,4,5,2,4,7
7705181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8,10,2,0,0,4,3,7,6,4,5,8,4,3,10
7803101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17,0,1,0,12,2,3,9,3,0,17,13,0,0,19
7891890,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,1,12,0,0,8,4,14,6,1,2,10,10,3,4
7911843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,21,0,0,0,2,10,5,4,1,3,5,6,8
7917347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,12,6,4,11,2,25,4,0,4,12,11,7,5
7974539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,12,4,2,0,11,2,5,11,9,0,7,11,6,13,2
7975881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,4,10,3,0,5,0,11,7,2,8,1,5,8,14
8058487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7,1,8,1,6,3,2,13,6,1,5,10,7,10,0
8118853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,1,2,1,0,0,0,0,1,3
8235355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,7,1,2,4,1,6,6,1,4,5,6,7,0
8243709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,3,0,0,3,3,0,7,0,0,0,9,0,1
8264055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,17,0,0,0,2,13,4,1,2,1,11,9,1
8397765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,2,0,1,1,0,1
8424996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,4,1,19,9,2,7,8,6,13,4,25,4,3
8437280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,21,5,9,0,1,3,3,11,15,2,10,6,9,15,11
8459363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,14,8,13,1,0,5,10,16,4,1,13,8,11,6,19
8462955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,17,7,6,10,0,4,4,15,10,8,13,7,9,7,27
8517346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,30,0,6,7,1,0,15,10,4,2,13,12,16,12,4
8531669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,34,5,8,2,4,1,13,13,13,4,13,8,18,10,20
8587599,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,18,0,3,13,2,0,4,10,9,2,1
8808264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,21,6,3,2,22,6,5,22,8,2,24,17,20,18,6
8840310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,2,3,0,0,0
8984700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9,6,37,10,30,16,22,17,26,41,26,11,43,36,34,59,18
9032481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27,0,5,0,0,0,14,3,7,1,7,3,5,16,8
9056233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1,0,10,5,4,6,5,3,2,2,4,5,9
9065165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,23,2,7,0,15,2,5,19,13,0,17,16,20,4,14
9075144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,1,1,2,3,0,3,4,0,6,4,7,0,2
9080669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11,0,13,1,9,0,27,0,12,19,11,1,18,1,0,14,46
9217354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,0,9,0,6,0,10,8,6,15,4,2,15,11,8,8,15
9301041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,0,0,5,0,0,0,1,11,2,0,2,4,5,1,6
9387878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,5,0,0,0,1,3,2,1,1,2,0,1,5
9539325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,2,1,1,8,2,1,7,3,0,8,2,11,4,2
9706160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,27,7,5,19,5,1,5,15,7,1,12
9768798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,2,1,6,9,3,5,7,8,1,18,0,6,20,13
9821191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,3,3,0,6,11,3,12,5,0,7,7,8,5,7
10038926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0
10064285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,2,0,0,0,3,0,0
10071157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,1,1,3,9,3,3,21,0,0,9,13,5,8,7
10092560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,2,4,1,5,3,0,0,4,2,1,2
10196639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,2,3,1,0,0,1,5,2,1,1,3,1,1,5
10260516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,3,0,0,0,0,1,3,2,2,6,4,0,5,5
10262207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,3,0,12,2,4,14,2,0,0,4,11,5,0
10331826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0
10358051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,9,2,2,7,1,1,4,4,7,4,0
10452661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,6,3,28,7,2,22,8,1,13,17,13,14,2
10466545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,48,15,13,5,58,19,24,47,32,11,48,55,32,31,44
10512583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18,4,10,2,0,0,3,9,8,5,9,8,4,8,14
10544116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,2,4,0,2,1,0,6,3,2,4,3,5,7,0
10578381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,5,1,3,1,2,1,4,3,8,0,0
10633237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,0,0,1,1,1,4,0,1,2,0,2,3
10642917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,8,2,1,3,1,9,6,1,0,0,17,0,0
10732769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,0,0,0,6,0,0,0,3,2,5,1,8,0,10,0,9
10812976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,2,1,1,4,0,0,0
10815474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,4,4,2,0,1,1,6,3,0,6,5,3,3,5
11017781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,2,1,0,1,1,0,3,0
11040850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,14,8,16,3,14,15,7,34,15,5,13,11,19,16,28
11146439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,1,1,1,2,0,0,3,0,4,0,2
11186945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,3,0
11577201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,5,0,30,2,22,7,12,21,10,1,25,19,29,2,19
11752819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,6,2,1,7,1,0,2,7,0,4,0
11874990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,1,6,1,4,5,0,11,6,0,4,4,9,4,4
11915137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,3,0,5,1,2,5,1,0,3,5,4,0,2
11953648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,22,1,13,8,60,8,20,32,12,12,37,17,34,35,27
11987850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3,0,3,0,0,2,1,3,0,1
12004979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,4,49,6,8,32,10,39,32,4,21,20,36,23,27
12168091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,8,3,0,8,2,0,5,0,11,4,0
12247110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,6,2,0,0,0,4,3,4,1,0,4,7,1,0
12324132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,28,6,2,16,6,0,12,7,13,12,4
12428037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,5,0,0,5,0,1,3,0,0,7,2
12436605,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,3,0,6,0,4,0,1,9,3,0,4,5,0,7,5
12443291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,6,4,24,11,1,23,17,2,10,5,4,4,40
12521331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,2,2,12,8,18,10,2,17,14,6,18,17,15,14,11
12547800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,7,0,17,5,5,6,6,2,12,6,5,6,14
12563020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,4,1,0,5,2,1,1,0,0,9,0
12582372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0
12778784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,1,17,1,0,0,8,9,8,1,7,6,9,3,15
12823865,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2,6,0,0,1,5,4,0,2,8,4,0,0
13095909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0
13301062,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1
13305512,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,1,2,0,4,2,0,1,0,1,2,4
13367401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,1,0,0,3,0,3,2,1,2,0,0,8,0
13370667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,3,1,0,7,3,1,6,1,1,10,0,6,5,8
13382276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7,2,5,2,9,5,2,6,6,4,13,9,4,3,15
13453272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,57,24,12,17,0,0,23,48,15,3,21,31,29,22,28
13504903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,2,2,0,1,1,3,1,0
13511937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,2,3,0,0,0
13537172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,1,0,0,0,3,1,1,0,6,3,1,0,7
13697322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,11,1,11,2,7,4,1,10,16,2,8,9,11,11,6
13770250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,2,2,0,2,0,5,4,0,2,3,5,1,2
13775402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,2,0,0,2,2,3,2,0,0,5,1,0,1
13832518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,2,1,0,0,0,4,0,0,2,2,0,4,0
